지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2022-04-08 14:00,19.2,,,,3.3,,200,,27,,6,-.2,1008.3,,1018.3,,1,,3.24,,,,1,0,Ci,,2000,,,33,,15.3,13.1,11.3,11.1
108,서울,2022-04-08 15:00,19.6,,,,3.4,,180,,29,,6.6,1,1007.2,,1017.1,,1,,2.88,,,,0,0,,,2000,,,31.1,,16.1,13.8,11.8,11.2
108,서울,2022-04-08 16:00,19.5,,,,4.2,,200,,30,,6.8,1.4,1006.4,,1016.3,,1,,2.36,,,,0,0,,,2000,,,27.3,,16.5,14.4,12.3,11.4
108,서울,2022-04-08 17:00,19.4,,,,3.9,,200,,33,,7.4,2.6,1006,,1015.9,,1,,1.65,,,,0,0,,,2000,,,21.1,,16.6,14.8,12.7,11.6
108,서울,2022-04-08 18:00,18.4,,,,3.4,,200,,31,,6.5,.9,1005.9,,1015.9,,1,,.82,,,,0,0,,,2000,,,17,,16.3,14.9,13.1,11.9
108,서울,2022-04-08 19:00,16.9,,,,2.2,,250,,33,,6.3,.5,1005.9,,1016,,.6,,.21,,,,0,0,,,2000,,,14.1,,15.9,14.8,13.4,12.2
108,서울,2022-04-08 20:00,15.4,,,,2,,270,,35,,6.1,0,1006,,1016.2,,0,,0,,,,0,0,,,2000,,,12.3,,15.3,14.6,13.5,12.4
108,서울,2022-04-08 21:00,14.2,,,,1.7,,250,,40,,6.4,.7,1006.6,,1016.8,,,9,,9,,,0,0,,,2000,,,10.9,,14.7,14.2,13.5,12.6
108,서울,2022-04-08 22:00,13.5,,,,1.1,,250,,43,,6.6,1.1,1006.4,,1016.6,,,9,,9,,,0,0,,,2000,,,10,,14.1,13.8,13.5,12.7
108,서울,2022-04-08 23:00,13.5,,,,1.8,,230,,42,,6.5,.8,1005.9,,1016.1,,,9,,9,,,1,0,,,2000,,,9.9,,13.7,13.5,13.3,12.7
108,서울,2022-04-09 00:00,12.9,,,,.5,,180,,44,,6.5,.9,1005.6,,1015.8,,,9,,9,,,0,0,,,2000,,,9.3,,13.4,13.1,13.1,12.7
108,서울,2022-04-09 01:00,12.9,,,,1.7,,200,,41,,6.1,0,1005.3,,1015.5,,,9,,9,,,3,3,,21,2000,,,9.4,,13.1,12.9,13,12.7
108,서울,2022-04-09 02:00,12.8,,,,1.7,,360,,43,,6.3,.5,1005.1,,1015.3,,,9,,9,,,0,0,,,2000,,,9.4,,12.9,12.6,12.8,12.6
108,서울,2022-04-09 03:00,13.2,,,,.8,,160,,41,,6.2,.2,1004.8,,1015,,,9,,9,,,6,6,Sc,18,2000,,,9.7,,12.7,12.5,12.6,12.6
108,서울,2022-04-09 04:00,13.4,,,,2.9,,200,,40,,6.1,0,1004.8,,1015,,,9,,9,,,5,5,Sc,18,2000,,,9.4,,12.6,12.3,12.5,12.5
108,서울,2022-04-09 05:00,14,,,,2.7,,200,,38,,6.1,-.1,1004.6,,1014.8,,,9,,9,,,4,4,Sc,17,2000,,,9.3,,12.4,12.2,12.3,12.4
108,서울,2022-04-09 06:00,13.8,,,,1.2,,160,,39,,6.1,0,1004.7,,1014.9,,,9,,9,,,4,4,Sc,18,2000,,,9.2,,12.3,12.1,12.2,12.3
108,서울,2022-04-09 07:00,13.2,,,,2,,360,,44,,6.6,1.1,1005.3,,1015.5,,0,,.05,,,,8,8,Sc,15,2000,,,10.5,,12.2,11.9,12.1,12.3
108,서울,2022-04-09 08:00,12.5,,.5,,1.2,,320,,66,,9.5,6.3,1005.2,,1015.5,,0,,.23,,,,8,8,CuSc,10,2000,,01,12.1,,12.3,11.9,12,12.2
108,서울,2022-04-09 09:00,14.1,,0,,.5,,70,,60,,9.6,6.4,1005.6,,1015.8,,.1,,.62,,,,8,8,Sc,10,2000,,01,16.4,,12.4,11.9,11.9,12.1
108,서울,2022-04-09 10:00,17,,,9,1.9,,140,,50,,9.6,6.4,1005.3,,1015.4,,.7,,1.6,,,,3,3,Sc,10,2000,,,22.1,,12.9,12.1,11.8,12
108,서울,2022-04-09 11:00,19.1,,,9,4.8,,200,,43,,9.5,6.2,1004.7,,1014.6,,1,,2.57,,,,0,0,,,2000,,,26.2,,13.7,12.5,11.9,12
108,서울,2022-04-09 12:00,21.3,,,9,4.6,,230,,42,,10.6,7.8,1003.9,,1013.8,,1,,2.99,,,,0,0,,,2000,,,30.8,,14.7,13.1,12,12
108,서울,2022-04-09 13:00,22.6,,,9,5.9,,200,,37,,10.1,7.1,1003.7,,1013.5,,1,,3.11,,,,0,0,,,2000,,,32.7,,15.6,13.8,12.3,12
108,서울,2022-04-09 14:00,23.8,,,9,3.8,,200,,35,,10.3,7.4,1003.2,,1013,,1,,3.03,,,,1,0,Ci,,2000,,,33.5,,16.5,14.5,12.7,12.1
108,서울,2022-04-09 15:00,24.1,,,9,4,,200,,35,,10.4,7.6,1002.9,,1012.6,,1,,2.67,,,,1,0,Ci,,2000,,,32,,17.2,15.1,13.1,12.2
108,서울,2022-04-09 16:00,23.8,,,9,4.6,,230,,36,,10.6,7.8,1002.9,,1012.7,,1,,2.19,,,,0,0,,,2000,,,28.5,,17.6,15.6,13.5,12.4
108,서울,2022-04-09 17:00,22.5,,,9,5,,200,,38,,10.3,7.4,1003,,1012.8,,1,,1.49,,,,0,0,,,2000,,,22.8,,17.6,15.9,13.9,12.6
108,서울,2022-04-09 18:00,21.4,,,9,3.3,,200,,40,,10.2,7.2,1003.4,,1013.3,,1,,.68,,,,0,0,,,2000,,,19.1,,17.4,16.1,14.3,12.9
108,서울,2022-04-09 19:00,19.5,,,9,4.4,,180,,43,,9.7,6.5,1003.9,,1013.8,,.2,,.18,,,,0,0,,,2000,,,16.5,,17,16,14.5,13.1
108,서울,2022-04-09 20:00,18.5,,,9,4.6,,200,,44,,9.3,6,1004.5,,1014.5,,0,,0,,,,0,0,,,2000,,,15,,16.6,15.8,14.6,13.3
108,서울,2022-04-09 21:00,18.1,,,9,3.6,,200,,46,,9.5,6.2,1005.4,,1015.4,,,9,,9,,,0,0,,,2000,,,14.1,,16.1,15.5,14.6,13.5
108,서울,2022-04-09 22:00,17.7,,,9,4.1,,200,,46,,9.3,5.9,1005.7,,1015.7,,,9,,9,,,0,0,,,2000,,,13.5,,15.7,15.2,14.6,13.6
108,서울,2022-04-09 23:00,17.1,,,9,2.2,,200,,46,,8.9,5.3,1005.6,,1015.7,,,9,,9,,,0,0,,,2000,,,12.6,,15.4,15,14.5,13.6
108,서울,2022-04-10 00:00,16.2,,,9,.4,,0,,47,,8.6,4.8,1005.8,,1015.9,,,9,,9,,,0,0,,,2000,,,11.6,,15,14.7,14.4,13.7
108,서울,2022-04-10 01:00,15.2,,,,1.2,,20,,52,,8.9,5.3,1005.6,,1015.8,,,9,,9,,,0,0,,,2000,,,11,,14.7,14.4,14.2,13.7
108,서울,2022-04-10 02:00,14.8,,,,1.2,,70,,54,,9,5.5,1005.2,,1015.4,,,9,,9,,,1,0,,,2000,,,10.6,,14.4,14.1,14.1,13.6
108,서울,2022-04-10 03:00,14.5,,,,1.7,,20,,52,,8.5,4.7,1005.2,,1015.4,,,9,,9,,,0,0,,,2000,,,10.2,,14.1,13.9,13.9,13.6
108,서울,2022-04-10 04:00,13.8,,,,.9,,270,,54,,8.5,4.6,1005.6,,1015.8,,,9,,9,,,0,0,,,2000,,,9.6,,13.9,13.7,13.7,13.5
108,서울,2022-04-10 05:00,13.3,,,,.6,,270,,55,,8.4,4.4,1005.7,,1015.9,,,9,,9,,,0,0,,,2000,,,9.2,,13.6,13.4,13.6,13.4
108,서울,2022-04-10 06:00,12.9,,,,.6,,110,,57,,8.4,4.5,1006.3,,1016.6,,,9,,9,,,0,0,,,2000,,,8.8,,13.3,13.2,13.4,13.3
108,서울,2022-04-10 07:00,13,,,,.5,,200,,57,,8.5,4.6,1007.2,,1017.5,,0,,.11,,,,0,0,,,2000,,,9.7,,13,12.9,13.2,13.3
108,서울,2022-04-10 08:00,14.8,,,,1.6,,200,,55,,9.2,5.8,1007.6,,1017.8,,1,,.62,,,,0,0,,,2000,,,13.6,,13,12.8,13,13.1
108,서울,2022-04-10 09:00,17.2,,,,1.6,,160,,49,,9.5,6.3,1007.5,,1017.6,,1,,1.38,,,,0,0,,,2000,,,20.4,,13.4,12.8,12.8,13
108,서울,2022-04-10 10:00,19.4,,,,2,,140,,42,,9.4,6.1,1007.8,,1017.8,,1,,2.09,,,,0,0,,,2000,,,26.9,,14.1,13.1,12.8,12.9
108,서울,2022-04-10 11:00,21.3,,,,2.3,,230,,36,,9.1,5.6,1007.8,,1017.7,,1,,2.69,,,,0,0,,,2000,,,32.2,,15.1,13.6,12.8,12.9
108,서울,2022-04-10 12:00,22.6,,,,3,,230,,29,,7.9,3.6,1007.1,,1017,,1,,3.1,,,,0,0,,,2000,,,35.6,,16.1,14.3,13,12.8
108,서울,2022-04-10 13:00,23.3,,,,3.9,,250,,28,,8,3.7,1006.1,,1015.9,,1,,3.25,,,,0,0,,,2000,,,37.1,,17.1,15,13.3,12.9
108,서울,2022-04-10 14:00,24.1,,,,3.2,,250,,26,,7.7,3.3,1005.4,,1015.2,,1,,3.15,,,,0,0,,,2000,,,37.3,,18,15.7,13.7,12.9
108,서울,2022-04-10 15:00,25,,,,3,,270,,26,,8.2,4.1,1004.7,,1014.5,,1,,2.84,,,,0,0,,,2000,,,35.6,,18.6,16.4,14.1,13.1
108,서울,2022-04-10 16:00,24.2,,,,3.9,,270,,29,,8.7,5,1004.2,,1013.9,,1,,2.3,,,,0,0,,,2000,,,31.5,,18.9,16.8,14.6,13.3
108,서울,2022-04-10 17:00,23.2,,,,4.1,,250,,33,,9.3,6,1004.3,,1014.1,,1,,1.61,,,,1,0,Ci,,2000,,,24.6,,18.9,17.1,15,13.5
108,서울,2022-04-10 18:00,21.6,,,,3.2,,270,,36,,9.2,5.8,1004.7,,1014.6,,1,,.83,,,,0,0,,,2000,,,20,,18.7,17.2,15.3,13.8
108,서울,2022-04-10 19:00,18.8,,,,4,,270,,50,,10.8,8.1,1005.4,,1015.4,,.5,,.21,,,,1,0,,,2000,,,17,,18.2,17.1,15.6,14
108,서울,2022-04-10 20:00,17.7,,,,2.8,,290,,55,,11.1,8.5,1006,,1016,,0,,0,,,,6,0,,,2000,,,15.4,,17.6,16.9,15.7,14.2
108,서울,2022-04-10 21:00,16.7,,,,1.2,,270,,57,,10.8,8.1,1006.9,,1017,,,9,,9,,,4,0,Ci,,2000,,,14.1,,17,16.5,15.7,14.4
108,서울,2022-04-10 22:00,15.9,,,,.8,,20,,59,,10.6,7.8,1006.4,,1016.5,,,9,,9,,,6,0,,,2000,,,13,,16.5,16.2,15.6,14.5
108,서울,2022-04-10 23:00,15.5,,,,1.4,,360,,61,,10.7,8,1006.1,,1016.3,,,9,,9,,,7,0,,,2000,,,12.7,,16.1,15.8,15.4,14.5
108,서울,2022-04-11 00:00,15.1,,,,1,,360,,62,,10.6,7.8,1006,,1016.2,,,9,,9,,,8,0,Ci,,2000,,,12,,15.7,15.5,15.3,14.5
108,서울,2022-04-11 01:00,14.6,,,,1.6,,20,,64,,10.6,7.8,1005.7,,1015.9,,,9,,9,,,6,0,,,2000,,,11.6,,15.4,15.2,15.1,14.5
108,서울,2022-04-11 02:00,14.3,,,,1,,50,,65,,10.5,7.7,1005.5,,1015.7,,,9,,9,,,4,4,,9,2000,,,11.5,,15.1,14.9,14.9,14.5
108,서울,2022-04-11 03:00,13.9,,,,2.5,,50,,69,,10.9,8.2,1005.3,,1015.5,,,9,,9,,,7,7,Sc,9,2000,,,11.7,,14.8,14.6,14.7,14.4
108,서울,2022-04-11 04:00,13.9,,,,1.9,,20,,68,,10.7,8,1005.3,,1015.5,,,9,,9,,,8,8,Sc,11,2000,,,11.2,,14.6,14.4,14.5,14.3
108,서울,2022-04-11 05:00,13.7,,,,1.3,,70,,69,,10.8,8.1,1005.3,,1015.5,,,9,,9,,,6,6,Sc,11,2000,,,11.2,,14.4,14.2,14.3,14.2
108,서울,2022-04-11 06:00,13.5,,,,2.6,,70,,71,,10.9,8.3,1005.3,,1015.5,,,9,,9,,,5,5,Sc,10,2000,,,11.1,,14.2,14,14.2,14.1
108,서울,2022-04-11 07:00,14.1,,,,2.2,,70,,70,,11.2,8.7,1005.5,,1015.7,,0,,.11,,,,4,4,Sc,10,2000,,,12.3,,14.1,13.9,14,14
108,서울,2022-04-11 08:00,15.1,,,,2.3,,50,,69,,11.8,9.4,1005.7,,1015.9,,.1,,.4,,,,4,4,Sc,10,2000,,,15.1,,14.1,13.8,13.9,13.9
108,서울,2022-04-11 09:00,18.1,,,,2,,70,,59,,12.2,9.9,1005,,1015,,.7,,1.21,,,,1,1,Sc,10,2000,,,22.6,,14.4,13.8,13.7,13.8
108,서울,2022-04-11 10:00,20.6,,,,1.6,,70,,52,,12.5,10.3,1004.7,,1014.7,,1,,2.12,,,,2,2,Sc,10,2000,,,29.4,,15.1,14.1,13.7,13.7
108,서울,2022-04-11 11:00,22.4,,,,2.3,,160,,50,,13.5,11.4,1004.2,,1014,,1,,2.76,,,,2,2,Sc,10,2000,,,34,,16,14.6,13.8,13.7
108,서울,2022-04-11 12:00,23.7,,,,2.4,,180,,45,,13.1,11,1003,,1012.8,,1,,3.21,,,,1,1,Sc,10,2000,,,39.2,,17.1,15.2,13.9,13.6
108,서울,2022-04-11 13:00,25,,,,3,,180,,43,,13.6,11.5,1002,,1011.8,,1,,3.29,,,,1,1,Sc,10,2000,,,40.6,,18.3,16.1,14.3,13.7
108,서울,2022-04-11 14:00,25.8,,,,3.1,,230,,37,,12.2,9.9,1001.1,,1010.8,,1,,3.12,,,,0,0,,,2000,,,40.7,,19.2,16.9,14.7,13.8
108,서울,2022-04-11 15:00,26.4,,,,3.3,,200,,36,,12.4,10.1,1000.3,,1010,,1,,2.86,,,,0,0,,,2000,,,38.5,,19.9,17.5,15.1,13.9
108,서울,2022-04-11 16:00,26.2,,,,3.1,,230,,40,,13.6,11.5,999.8,,1009.5,,1,,2.32,,,,0,0,,,2000,,,34.4,,20.2,18.1,15.6,14.1
108,서울,2022-04-11 17:00,25.4,,,,3.7,,200,,41,,13.2,11.1,999.9,,1009.6,,1,,1.61,,,,0,0,,,2000,,,27,,20.3,18.4,16,14.4
108,서울,2022-04-11 18:00,24.4,,,,3,,270,,51,,15.5,13.5,999.6,,1009.3,,1,,.82,,,,0,0,,,2000,,,22.5,,20,18.5,16.4,14.7
108,서울,2022-04-11 19:00,22.2,,,,3.7,,270,,59,,15.7,13.7,1000,,1009.8,,.4,,.21,,,,0,0,,,2000,,,19.5,,19.6,18.5,16.7,14.9
108,서울,2022-04-11 20:00,20.6,,,,2.3,,270,,67,,16.2,14.2,1000.3,,1010.2,,0,,0,,,,0,0,,,2000,,,17.6,,19.1,18.2,16.8,15.2
108,서울,2022-04-11 21:00,19.4,,,,2.9,,270,,71,,15.9,13.9,1001.3,,1011.2,,,9,,9,,,0,0,,,2000,,,16.6,,18.6,17.9,16.8,15.3
108,서울,2022-04-11 22:00,18.6,,,,3.1,,270,,75,,16,14,1001.6,,1011.5,,,9,,9,,,0,0,,,2000,,,16,,18.1,17.6,16.8,15.4
108,서울,2022-04-11 23:00,18.2,,,,1.7,,250,,77,,16,14,1001.7,,1011.7,,,9,,9,,,0,0,,,2000,,,15.2,,17.7,17.3,16.7,15.5
108,서울,2022-04-12 00:00,17.7,,,,1.8,,250,,81,,16.3,14.3,1001.6,,1011.6,,,9,,9,,,8,8,Sc,5,2000,,,15.1,,17.4,17,16.5,15.5
108,서울,2022-04-12 01:00,18,,,,3.6,,230,,85,,17.5,15.4,1001.6,,1011.6,,,9,,9,,,9,9,,3,1562,,,16.7,,17.2,16.8,16.4,15.5
108,서울,2022-04-12 02:00,17.8,,,,2.4,,250,,87,,17.7,15.6,1001.1,,1011.1,,,9,,9,,,9,9,,2,2000,,,16.7,,17.1,16.6,16.2,15.5
108,서울,2022-04-12 03:00,17.6,,,,1.3,,230,,86,,17.3,15.2,1001.2,,1011.2,,,9,,9,,,9,8,ScCi,5,1543,,,16.7,,17.1,16.5,16.1,15.5
108,서울,2022-04-12 04:00,17.4,,0,,1.5,,270,,87,,17.3,15.2,1001.4,,1011.4,,,9,,9,,,10,10,St,3,1177,,01,16.5,,17,16.5,16,15.4
108,서울,2022-04-12 05:00,17.3,,0,,.4,,0,,87,,17.2,15.1,1001.6,,1011.6,,,9,,9,,,9,9,Sc,5,1090,,01,16.3,,16.9,16.4,15.9,15.4
108,서울,2022-04-12 06:00,17.6,,,9,2.2,,200,,85,,17,15,1001.6,,1011.6,,,9,,9,,,9,9,Sc,5,1988,,,16.2,,16.8,16.3,15.9,15.3
108,서울,2022-04-12 07:00,17.8,,,9,3.1,,200,,83,,16.8,14.8,1001.5,,1011.5,,0,,.05,,,,10,6,ScAs,6,2000,,,16.6,,16.8,16.2,15.8,15.3
108,서울,2022-04-12 08:00,17.9,,,9,2.6,,250,,84,,17.2,15.1,1001.4,,1011.4,,0,,.18,,,,8,8,Sc,8,2000,,,17.6,,16.8,16.2,15.7,15.2
108,서울,2022-04-12 09:00,18.7,,,9,2.7,,200,,78,,16.7,14.7,1001,,1010.9,,0,,.59,,,,8,8,Sc,8,2000,,,21.6,,16.9,16.2,15.7,15.2
108,서울,2022-04-12 10:00,19.6,,,9,3.2,,230,,72,,16.4,14.4,1001.8,,1011.7,,.2,,1.14,,,,7,7,Sc,9,2000,,,23.7,,17.3,16.4,15.6,15.2
108,서울,2022-04-12 11:00,22,,,9,4,,250,,67,,17.6,15.5,1002,,1011.8,,.4,,1.79,,,,7,7,Sc,9,2000,,,28.7,,17.8,16.6,15.7,15.1
108,서울,2022-04-12 12:00,23.1,,,9,3.8,,230,,63,,17.7,15.6,1000.9,,1010.7,,.5,,2.24,,,,7,2,ScCi,10,2000,,,29.6,,18.4,17,15.7,15.1
108,서울,2022-04-12 13:00,24.5,,,9,2.9,,230,,58,,17.7,15.6,999.5,,1009.2,,1,,2.96,,,,3,1,ScCi,10,2000,,,40.1,,20.7,17.4,15.8,15.1
108,서울,2022-04-12 14:00,25.9,,,9,3,,200,,54,,17.9,15.8,998.7,,1008.4,,1,,3.01,,,,4,2,ScCi,10,2000,,,42.6,,22,18,16,15.1
108,서울,2022-04-12 15:00,26.1,,,9,4.6,,230,,52,,17.5,15.4,998,,1007.7,,1,,2.69,,,,6,1,ScCi,10,2000,,,40.3,,22.7,18.6,16.3,15.2
108,서울,2022-04-12 16:00,25.9,,,9,3.1,,230,,54,,17.9,15.8,997.6,,1007.3,,1,,2.08,,,,2,0,Ci,,2000,,,37.1,,22.7,19.1,16.6,15.3
108,서울,2022-04-12 17:00,22.8,,,9,5.2,,270,,65,,17.9,15.8,998.3,,1008.1,,.8,,1.21,,,,6,1,ScAcCi,10,2000,,,27.8,,22.1,19.3,17,15.5
108,서울,2022-04-12 18:00,17.9,,,9,6.3,,290,,84,,17.2,15.1,999.7,,1009.7,,.1,,.27,,,,10,10,St,4,2000,,,20.4,,20.9,19.3,17.2,15.7
108,서울,2022-04-12 19:00,16.7,,,9,4.1,,270,,87,,16.5,14.5,1000,,1010,,0,,.02,,,,10,10,,4,2000,,,17.9,,20,19.1,17.4,15.8
108,서울,2022-04-12 20:00,17,,,9,2.6,,270,,85,,16.4,14.4,1000.8,,1010.8,,0,,0,,,,10,10,,4,2000,,,17.3,,19.3,18.7,17.5,16
108,서울,2022-04-12 21:00,17.2,,0,,2,,140,,87,,17,15,1000.2,,1010.2,,,9,,9,,,10,7,StNs,4,692,,1901,15.9,,18.9,18.4,17.4,16.1
108,서울,2022-04-12 22:00,17.3,,.4,,1.1,,200,,89,,17.5,15.4,1000.4,,1010.4,,,9,,9,,,10,8,StNs,4,242,,1901,16.1,,18.5,18.1,17.3,16.2
108,서울,2022-04-12 23:00,16.5,,.1,,2.8,,250,,86,,16.1,14.1,1000.9,,1011,,,9,,9,,,10,7,StNs,3,1111,,1901,15,,18.2,17.9,17.2,16.2
108,서울,2022-04-13 00:00,15.9,,0,,2.4,,290,,88,,15.9,13.9,1000.9,,1011,,,9,,9,,,10,10,St,2,721,,1901,14.7,,17.9,17.6,17.1,16.2
108,서울,2022-04-13 01:00,15.7,,,,1.3,,290,,88,,15.7,13.7,1000.8,,1010.9,,,9,,9,,,10,10,,2,766,,19,14.6,,17.6,17.4,17,16.2
108,서울,2022-04-13 02:00,15.7,,.3,,1.3,,270,,91,,16.2,14.2,1000.8,,1010.9,,,9,,9,,,10,8,StNs,2,323,,1901,14.6,,17.4,17.2,16.8,16.1
108,서울,2022-04-13 03:00,15.5,,.5,,2.1,,270,,93,,16.3,14.3,1000.9,,1011,,,9,,9,,,10,8,StNs,2,234,,1901,14.5,,17.2,17,16.7,16.1
108,서울,2022-04-13 04:00,15.3,,.1,,2.2,,290,,94,,16.3,14.3,1001,,1011.1,,,9,,9,,,10,8,StNs,2,482,,1901,14.3,,17,16.8,16.6,16
108,서울,2022-04-13 05:00,15.1,,.1,,3.3,,70,,92,,15.8,13.8,1001.1,,1011.2,,,9,,9,,,10,7,StNs,2,518,,1901,14.2,,16.8,16.6,16.4,16
108,서울,2022-04-13 06:00,13.9,,.1,,4.3,,50,,92,,14.6,12.6,1001.1,,1011.3,,,9,,9,,,10,7,StNs,3,1045,,1901,13,,16.6,16.5,16.3,15.9
108,서울,2022-04-13 07:00,13.6,,.2,,3.2,,50,,91,,14.1,12.1,1001.9,,1012.1,,0,,.01,,,,10,8,ScAs,5,2000,,01,12.9,,16.3,16.3,16.2,15.9
108,서울,2022-04-13 08:00,13.3,,,9,5.3,,50,,87,,13.2,11.1,1002.5,,1012.7,,0,,.13,,,,10,8,ScAs,5,2000,,,13.2,,16,16.1,16.1,15.8
108,서울,2022-04-13 09:00,13.5,,,9,5,,50,,82,,12.6,10.4,1003.5,,1013.7,,0,,.3,,,,10,7,ScAs,7,2000,,,14.1,,15.9,15.9,15.9,15.7
108,서울,2022-04-13 10:00,13.4,,,9,5.3,,70,,74,,11.3,8.8,1004.3,,1014.5,,0,,.38,,,,10,8,ScAs,9,2000,,,13.7,,15.8,15.8,15.8,15.6
108,서울,2022-04-13 11:00,13.4,,,9,5.6,,70,,71,,10.9,8.2,1005,,1015.2,,0,,.64,,,,10,8,ScAs,9,2000,,,14.8,,15.8,15.7,15.7,15.5
108,서울,2022-04-13 12:00,13.3,,,9,6.1,,70,,68,,10.4,7.5,1005.1,,1015.3,,0,,.57,,,,10,7,ScAs,10,2000,,,14.5,,15.8,15.6,15.6,15.5
108,서울,2022-04-13 13:00,13.1,,,9,5.3,,50,,67,,10.1,7.1,1005.2,,1015.4,,0,,.51,,,,10,7,ScAs,10,2000,,,14.1,,15.7,15.5,15.5,15.4
108,서울,2022-04-13 14:00,12.3,,,9,5.1,,70,,55,,7.8,3.5,1005,,1015.3,,0,,.28,,,,10,7,ScAs,10,2000,,,12.4,,15.4,15.4,15.4,15.3
108,서울,2022-04-13 15:00,12.2,,,9,5.7,,70,,55,,7.8,3.4,1004.6,,1014.9,,0,,.3,,,,10,8,ScAs,10,2000,,,12.8,,15.1,15.2,15.3,15.3
108,서울,2022-04-13 16:00,12.3,,,9,7.4,,50,,57,,8.1,4,1004.1,,1014.4,,0,,.51,,,,10,8,ScAs,11,2000,,,12.9,,15,15,15.2,15.2
108,서울,2022-04-13 17:00,12.2,,,9,6.6,,50,,58,,8.2,4.1,1004.4,,1014.7,,0,,.23,,,,10,8,ScAs,11,2000,,,11.9,,14.8,14.9,15.1,15.1
108,서울,2022-04-13 18:00,12.3,,,9,4.9,,70,,58,,8.2,4.2,1004.7,,1015,,0,,.15,,,,10,8,ScAs,10,2000,,,11.7,,14.6,14.7,15,15.1
108,서울,2022-04-13 19:00,12.3,,,9,4.4,,70,,59,,8.4,4.5,1004.9,,1015.2,,0,,.04,,,,10,10,,10,2000,,,11,,14.4,14.6,14.9,15
108,서울,2022-04-13 20:00,12.2,,,9,5,,70,,59,,8.4,4.4,1006,,1016.3,,0,,.01,,,,10,10,,10,2000,,,10.6,,14.2,14.4,14.7,14.9
108,서울,2022-04-13 21:00,12.2,,,9,6.1,,50,,57,,8.1,3.9,1006.7,,1017,,,9,,9,,,10,7,ScAs,10,2000,,,10.4,,14,14.3,14.6,14.8
108,서울,2022-04-13 22:00,12,,,9,5.6,,70,,52,,7.3,2.4,1006.8,,1017.1,,,9,,9,,,9,9,,12,2000,,,10.2,,13.8,14.1,14.5,14.8
108,서울,2022-04-13 23:00,12,,,9,4.9,,70,,49,,6.8,1.5,1006.7,,1017,,,9,,9,,,10,10,,12,2000,,,10.1,,13.6,14,14.4,14.7
108,서울,2022-04-14 00:00,12.1,,,9,6.4,,70,,49,,6.9,1.6,1007.1,,1017.4,,,9,,9,,,10,8,ScAs,12,2000,,,10.1,,13.5,13.8,14.3,14.6
108,서울,2022-04-14 01:00,12.2,,,,4.1,,50,,49,,6.9,1.7,1007.1,,1017.4,,,9,,9,,,10,10,,11,2000,,,10.1,,13.3,13.6,14.1,14.5
108,서울,2022-04-14 02:00,12.2,,,,4.8,,70,,49,,6.9,1.7,1006.5,,1016.8,,,9,,9,,,10,10,,10,2000,,,10.1,,13.2,13.5,14,14.4
108,서울,2022-04-14 03:00,12.2,,,,3.8,,70,,48,,6.8,1.4,1006.3,,1016.6,,,9,,9,,,10,8,ScAs,10,2000,,,10.1,,13.1,13.4,13.9,14.3
108,서울,2022-04-14 04:00,12.2,,,,4.5,,50,,46,,6.5,.9,1006.5,,1016.8,,,9,,9,,,10,8,ScAs,10,2000,,,10,,13,13.3,13.8,14.2
108,서울,2022-04-14 05:00,12.1,,,,4.2,,70,,47,,6.6,1.1,1006.3,,1016.6,,,9,,9,,,10,8,ScAs,10,2000,,,10,,12.9,13.2,13.7,14.1
108,서울,2022-04-14 06:00,11.9,,,,4.8,,70,,51,,7.1,2,1006.7,,1017,,0,,0,,,,10,8,ScAs,10,2000,,,9.9,,12.8,13.1,13.6,14
108,서울,2022-04-14 07:00,11.9,,,,4.1,,70,,56,,7.7,3.3,1007.5,,1017.8,,0,,.02,,,,10,7,ScAs,11,2000,,,10.1,,12.7,13,13.5,14
108,서울,2022-04-14 08:00,12.1,,,,4.7,,70,,60,,8.4,4.5,1007.6,,1017.9,,0,,.13,,,,10,7,ScAs,11,2000,,,11.2,,12.7,12.9,13.4,13.9
108,서울,2022-04-14 09:00,12.2,,,,4.3,,70,,65,,9.2,5.8,1008.1,,1018.4,,0,,.28,,,,10,7,ScAs,10,2000,,,12.9,,12.8,12.8,13.3,13.8
108,서울,2022-04-14 10:00,12.2,,,,5.3,,50,,64,,9,5.5,1009,,1019.3,,0,,.49,,,,10,7,ScAs,9,2000,,,13.4,,13,12.8,13.2,13.7
108,서울,2022-04-14 11:00,13.2,,,,4.2,,70,,59,,8.9,5.3,1008.9,,1019.2,,0,,.8,,,,10,7,ScAs,9,2000,,,17.8,,13.3,12.9,13.1,13.6
108,서울,2022-04-14 12:00,14.3,,,,3.8,,70,,57,,9.2,5.8,1008.5,,1018.7,,0,,1.3,,,,10,8,ScAs,10,2000,,,21.9,,13.9,13.1,13.1,13.6
